batch,question_id,input_requirement,reverse_generated_requirement,final_accuracy_score,semantic_similarity,bleu_score,completeness_score,missing_elements,extra_elements
1,11,"The system shall provide a registration form that includes fields for first name, last name, date of birth, address, and gender. The first name, last name, and date of birth fields shall be mandatory and highlighted in red. The address and gender fields shall be optional. The form shall include appropriate input validations to ensure that all mandatory fields are filled in with correct data types (e.g., date of birth should be in the correct date format). The form shall also provide real-time validation messages, for example, 'Please enter a valid date of birth'. If the form is successfully filled out, the user shall be able to submit it using a 'Submit' button. Upon successful submission, a confirmation message shall be displayed, such as 'Registration successful'. The confirmation message shall remain visible for 5 seconds before redirecting the user to the home page.","The system shall provide a user-friendly registration form for individuals to register on the platform. The form should include fields for first name, last name, date of birth, address, and gender. The system shall validate the input data entered by the user and display appropriate error messages if any field is left empty or contains invalid information. Upon successful submission of the form, the system shall store the registration details in a database and redirect the user to the home page after a 5-second delay.",0.7013,0.8536,0.1392,0.449,"red, fill, Submit, use, time, example, remain, confirmation, ensure, validation, format, button, submit, type, highlight","detail, platform, contain, individual, error, store, database, register, validate, information, delay, leave"
1,12,"The system shall allow users to edit their registration details, including first name, last name, date of birth, address, and gender. Each of these fields shall have an 'Edit' button next to them that when clicked, transforms the fields into editable text boxes. The fields shall be pre-populated with the user's current information, and the user shall be able to modify these details. The system shall validate all edited fields in the same way as during initial registration (e.g., mandatory fields shall be validated, and the system shall highlight invalid fields in red with appropriate error messages). After the user makes changes and clicks the 'Save' button, the updated information shall be saved and a confirmation message saying 'Profile updated successfully' shall appear.","The system shall provide a user interface for updating personal information, including fields for first name, last name, date of birth, address, and gender. The system shall use Angular forms to capture and validate user input. The system shall save the updated profile data to the server using an HTTP PUT request. The system shall display a success message upon successful profile update and handle any errors that may occur during the save process.",0.5247,0.6586,0.1012,0.2679,"make, way, click, registration, modify, highlight, red, transform, edit, Edit, pre, button, confirmation, -, say, Save, allow, change, detail, box, text, appear, have, Profile","HTTP, use, provide, occur, datum, input, profile, handle, request, interface, success, server, put, process, display, form, capture"
1,13,"The system shall display a list of existing users in a table format. The table shall contain columns for first name, last name, date of birth, address, and gender. Each row in the table shall represent an individual user. The system shall allow the user to search through the table by entering a search term in a search box located at the top of the table. The search functionality shall filter the table based on the entered text, matching against first name, last name, or any other field in the table. Additionally, the system shall allow users to sort the table by each column, either in ascending or descending order. For instance, clicking on the 'Date of Birth' column header shall sort the table by date of birth.",The system shall allow users to add new users to the database and edit existing user records.,0.3433,0.4632,0.0005,0.0952,"term, column, gender, descend, row, instance, ascend, search, name, filter, table, functionality, sort, text, contain, top, represent, order, Date, list, address, click, display, match, birth, field, header, Birth, locate, enter, box, date, base, format","database, edit, record, add"
1,14,"The system shall allow users to add new family member information, including fields for name, age, gender, and relationship to the user. The user shall be able to add multiple family members using an 'Add Family Member' button. Each family member's details shall be displayed in a list format, showing their name, age, gender, and relationship to the user. The system shall validate the family member's age to ensure it is a valid number and flag any non-numeric input. The user shall be able to edit or delete family member entries, with an 'Edit' and 'Delete' button next to each family member's information. After saving any changes, a success message 'Family details updated successfully' shall be displayed.","The system shall provide a dialog component for adding family members to the user's profile. The dialog should include input fields for the family member's name, age, gender, and relationship to the user. The form should have validation for each field, with the age field requiring only numeric characters. Upon submission of the form, the dialog shall close without any action.",0.6006,0.7762,0.0824,0.2449,"update, edit, button, Add, flag, Delete, format, display, information, ensure, Edit, number, detail, entry, show, Member, list, message, allow, save, change, Family, validate, success, use","have, provide, form, profile, character, action, component, dialog, require, submission, close, validation"
1,15,"The system shall allow users to input details about their pets, including name, species, breed, age, and medical history. The system shall validate the age to ensure it is a positive number and that the medical history field accepts text input. The user shall be able to add multiple pets, each with its own set of details. The system shall allow the user to edit or remove pets from the list of entered pets. A confirmation message 'Pet details updated successfully' shall be displayed after any successful update or removal.","The system shall provide a user-friendly interface for pet owners to view and manage their pets. The application should allow users to add new pets, edit existing ones, and remove them from the system. Additionally, the system shall display information about each pet, such as name, species, breed, age, and medical history.",0.6226,0.7778,0.0975,0.3421,"input, accept, enter, ensure, set, number, include, list, field, removal, detail, text, validate, message, update, confirmation","exist, one, owner, interface, information, manage, application, view, provide"
1,16,"The system shall allow users to search for family members by name or age. The search box shall be placed at the top of the family details page. The search functionality shall update the displayed list of family members in real time as the user types, showing only the matching results. The system shall provide an option to clear the search filter and show all family members again. The search results shall include the family member's name, age, and relationship to the user.","The system shall display a list of family members with their names, ages, and addresses. The user shall be able to search for family members by name using an input field. When the user enters text in the input field, the system shall filter the list of family members based on the search term. The system shall also provide a clear button to reset the search term and display all family members again.",0.6937,0.8816,0.1869,0.2895,"clear, allow, show, type, include, relationship, option, matching, top, result, update, place, functionality, detail, page, time, box","use, address, term, enter, input, text, base, field, button, reset"
1,17,"The system shall display a detailed view of each pet's information when clicked, showing their name, species, breed, age, medical history, and any medications or treatments. The detailed view shall have an option to edit the pet's information, allowing the user to update any of the fields. Additionally, the system shall provide a button to remove the pet from the user's list. After any changes are made or a pet is removed, a confirmation message shall appear stating 'Pet information updated successfully' or 'Pet removed successfully'.","The system shall have a Pet Details component that displays information about a pet, including its name, species, and breed. The component should also include buttons for editing, removing, and saving the pet's details. When the edit button is clicked, it should open a dialog box allowing the user to modify the pet's information. When the remove button is clicked, it should confirm with the user before deleting the pet from the system. When the save button is clicked, it should update the pet's information in the database.",0.6565,0.8296,0.091,0.3333,"age, treatment, appear, change, view, list, option, make, message, state, show, provide, confirmation, history, field, medication","Details, modify, database, include, dialog, editing, detail, Pet, open, confirm, box, save, component, delete"
1,18,"The system shall allow the user to view and manage patient details. The user shall input the patient's name, age, medical history, and contact information, including emergency contact. The system shall allow the user to add or edit these details. When adding or editing a patient's information, the system shall validate the age field, ensuring it is a positive integer. The emergency contact field shall be validated to ensure it includes a valid phone number. Upon successful addition or modification of patient details, a success message 'Patient details updated successfully' shall be displayed.","The system shall provide a user interface for adding or editing patient details. The UI should include input fields for the patient's name, age, medical history, and contact information (phone number and emergency contact). The system shall validate the input data to ensure that all required fields are filled in and that the age is a valid number.

The system shall provide a form validation mechanism to ensure that all required fields are filled in before saving the patient details. If any required field is missing or invalid, an appropriate error message should be displayed to the user.

The system shall provide a way for the user to save the updated patient details. The system shall send the updated patient data to the server using an API call and display a success message upon successful completion of the API call.",0.6789,0.8163,0.1356,0.4694,"view, addition, integer, allow, manage, modification","call, validation, way, error, server, mechanism, miss, send, datum, save, UI, api, use, interface, completion, provide, form, API, require, fill"
1,19,"The system shall provide a patient search feature, allowing the user to search patients based on their name, age, or medical condition. The search shall be performed in real-time as the user types into the search bar. The results shall display the patient's name, age, and medical condition. The system shall also allow the user to filter results by age range or medical condition.","The system shall be designed to be scalable and maintainable. It shall follow best practices for code organization, testing, and deployment.

The system shall be secure and protect sensitive patient data. It shall use authentication and authorization mechanisms to ensure that only authorized users can access patient data.

The system shall provide a user interface that is intuitive and easy to use. The UI shall include clear navigation and feedback to the user, allowing them to perform actions without confusion or frustration.

The system shall be designed to support multiple languages and cultures. It shall include translation files for different languages and shall support right-to-left (RTL) languages.

The system shall provide a history of changes made to patient data. The user shall be able to view the changes made by other users and revert to previous versions if necessary.

The system shall be designed to be accessible to users with disabilities. It shall include features such as keyboard navigation, high contrast mode, and screen reader support to ensure that all users can access and use the application.

The system shall provide a user interface that is visually appealing and engaging. The UI shall include animations, transitions, and other visual effects to create a positive user experience.

The system shall be designed to be fast and responsive. It shall minimize network requests and use caching to improve performance.

The system shall be designed to be secure and protect sensitive patient data. It shall use encryption and authentication mechanisms to ensure that only authorized users can access patient data.

The system shall provide a user interface that is intuitive and easy to use. The UI shall include clear navigation and feedback to the user, allowing them to perform actions without confusion or frustration.

The system shall be designed to support multiple languages and cultures. It shall include translation files for different languages and shall support right-to-left (RTL) languages.

The system shall provide a history of changes made to patient data. The user shall be able to view the changes made by other users and revert to previous versions if necessary.

The system shall be designed to be accessible to users with disabilities. It shall include features such as keyboard navigation, high contrast mode, and screen reader support to ensure that all users can access and use the application.

The system shall provide a user interface that is visually appealing and engaging. The UI shall include animations, transitions, and other visual effects to create a positive user experience.

The system shall be designed to be fast and responsive. It shall minimize network requests and use caching to improve performance.",0.3422,0.46,0.0147,0.0933,"name, range, type, display, base, result, filter, search, bar, condition, age, time","language, cache, right, UI, ensure, interface, testing, RTL, mechanism, authorization, experience, screen, culture, file, minimize, performance, deployment, practice, keyboard, action, application, network, protect, reader, mode, request, transition, version, improve, contrast, design, access, navigation, frustration, encryption, datum, use, feedback, view, disability, create, follow, engage, authentication, support, confusion, include, change, translation, effect, make, animation, organization, code, history, leave"
1,20,"The system shall provide a detailed view of each patient's information when selected from the search results. The detailed view shall include the patient's name, age, medical condition, and medical history. It shall also show any ongoing treatments or medications, as well as the patient's emergency contact details. The system shall allow the user to edit the patient's details or delete the patient from the records. Upon successfully editing or deleting, a confirmation message shall be displayed, stating 'Patient details updated' or 'Patient deleted'.","The system shall display a list of patients with their names, ages, and addresses. The user shall be able to add new patients by filling out a form with name, age, and address fields. The system shall also allow the user to edit or delete existing patients. The UI components for displaying the patient list and adding/editing patients should be implemented using Angular Material components such as mat-table and mat-form-field. The routing behavior should use Angular Router to navigate between different views of the application. API interactions with a backend server shall be handled by the PatientService, which provides methods for fetching and updating patient data.",0.472,0.6054,0.075,0.2034,"include, message, detail, contact, history, confirmation, select, deleting, result, record, show, condition, medication, state, emergency, search, information, treatment","field, form, address, table, implement, Angular, api, list, Material, exist, PatientService, add, fill, use, navigate, method, UI, routing, interaction, datum, handle, fetch, editing, server, mat, component, behavior, application, Router"
1,21,"The system shall store and manage user and account information. Each user shall have a profile containing Title, First Name, Middle Name, Last Name, Gender, Address, Zip Code, State, Country, and Phone Number, with all fields being mandatory except for Title and Middle Name. Users may have one or more accounts, each uniquely identified and linked to them. Account details shall include Account Number, Account Type, Beneficiary, Total Deposit, Interest Rate, and Account Status. The system shall ensure data integrity, enforce mandatory fields, and maintain accurate associations between users and their accounts.","The system shall have two tables: User and Account. The User table should contain fields for the user's personal information such as title, first name, middle name, last name, gender, address, zip code, state, country, and phone number. The Account table should contain fields for the account details such as account number, account type, beneficiary, total deposit, interest rate, and account status. The UserID field in the Account table is a foreign key referencing the UserID field in the User table to establish a one-to-many relationship between users and accounts.",0.5626,0.7522,0.0,0.1803,"identify, Gender, integrity, Title, Number, First, Name, include, Middle, Address, Beneficiary, profile, Total, Status, Code, Phone, maintain, link, State, Country, manage, association, Type, datum, Deposit, Zip, enforce, store, ensure","status, code, address, name, type, User, beneficiary, gender, table, UserID, country, number, relationship, title, key, deposit, state, referencing, establish, phone, zip"
1,22,"The system shall store and manage doctor and patient records. Each doctor shall have a profile containing First Name, Last Name, Specialization, License Number, Contact Number, and Email, with all fields being mandatory. A doctor may have multiple patients assigned to them. Each patient record shall include Patient ID, First Name, Last Name, Date of Birth, Medical History, and Primary Doctor. The system shall maintain accurate associations between doctors and patients while ensuring data integrity.","The system shall have two tables: `doctor` and `patient`. The `doctor` table should contain the following fields: `doctor_id`, `first_name`, `last_name`, `specialization`, `license_number`, `contact_number`, and `email`. The `patient` table should contain the following fields: `patient_id`, `first_name`, `last_name`, `date_of_birth`, `medical_history`, and `primary_doctor_id`. The `primary_doctor_id` field in the `patient` table is a foreign key that references the `doctor_id` field in the `doctor` table.",0.5233,0.7094,0.0,0.1333,"maintain, assign, Birth, association, name, datum, Primary, Patient, Doctor, Date, History, Specialization, First, Name, include, License, Email, manage, Contact, record, integrity, ID, store, Number, Medical, profile, ensure","follow, reference, specialization, last_name, table, key, doctor_id, email, license_number, patient_id, primary_doctor_id, contact_number"
1,23,"The system shall store and manage employee and employer details. Each employer shall have a profile containing Employer ID, Company Name, Industry Type, Address, and Contact Number. An employer may have multiple employees associated with them. Employee details shall include Employee ID, First Name, Last Name, Job Title, Salary, Department, and Employer ID as a foreign key. The system shall ensure accurate mapping between employees and their respective employers.","The system shall have two tables: `employer` and `employee`. The `employer` table should contain fields for the company name, industry type, address, and contact number. The `employee` table should contain fields for the employee's first name, last name, job title, salary, department, and employer ID (which is a foreign key referencing the `employer_id` field in the `employer` table).",0.588,0.7935,0.0,0.1628,"ensure, Type, store, Salary, Job, detail, associate, Company, Employee, Name, Department, manage, Number, mapping, Address, profile, Employer, First, Industry, Contact, Title, include","contact, industry, salary, address, field, referencing, job, table, number, department, title, name, company, type"
1,24,"The system shall store and manage student and course enrollments. Each student shall have a unique Student ID, First Name, Last Name, Date of Birth, Address, and Contact Number. Students may enroll in multiple courses. Each course shall have a Course ID, Course Name, Description, Instructor, and Credits. The system shall establish a many-to-many relationship between students and courses using an enrollment table, ensuring that a student can register for multiple courses and each course can have multiple students.","The system shall have a table named 'Student' with the following fields:
- StudentID (INT, PRIMARY KEY)
- FirstName (VARCHAR(50), NOT NULL)
- LastName (VARCHAR(50), NOT NULL)
- DateOfBirth (DATE, NOT NULL)
- Address (VARCHAR(100), NOT NULL)
- ContactNumber (VARCHAR(20), NOT NULL)

The system shall have a table named 'Course' with the following fields:
- CourseID (INT, PRIMARY KEY)
- CourseName (VARCHAR(100), NOT NULL)
- Description (TEXT, NOT NULL)
- Instructor (VARCHAR(50), NOT NULL)
- Credits (INT, NOT NULL)

The system shall have a table named 'Enrollment' with the following fields:
- StudentID (INT, FOREIGN KEY referencing Student.StudentID)
- CourseID (INT, FOREIGN KEY referencing Course.CourseID)",0.4982,0.6678,0.0,0.1538,"enroll, ID, Name, store, establish, Birth, Contact, manage, ensure, use, enrollment, credit, relationship, Number, First, Course, Instructor, register, Date","FOREIGN, Credits, varchar(50, referencing, TEXT, FirstName, PRIMARY, ContactNumber, KEY, CourseID, DateOfBirth, INT, instructor, StudentID, CourseName, Enrollment, NULL, date, VARCHAR(50, field, VARCHAR(100, null, LastName, VARCHAR(20, Student"
1,25,"The system shall manage vehicle ownership details. Each vehicle owner shall have an Owner ID, First Name, Last Name, Address, Phone Number, and Email. Owners may own multiple vehicles. Each vehicle record shall include Vehicle ID, Make, Model, Year, License Plate Number, and Owner ID as a foreign key. The system shall ensure data integrity and accurate associations between owners and their vehicles.","The system shall have two tables: `owner` and `vehicle`. The `owner` table should have the following fields: `owner_id`, `first_name`, `last_name`, `address`, `phone_number`, and `email`. The `vehicle` table should have the following fields: `vehicle_id`, `make`, `model`, `year`, `license_plate_number`, and `owner_id`. The `owner_id` field in the `vehicle` table is a foreign key referencing the `owner_id` field in the `owner` table.",0.5223,0.7043,0.0,0.1463,"Vehicle, datum, Phone, ownership, License, Make, Owner, own, integrity, Name, Model, Number, manage, include, ensure, Plate, ID, Year, Address, association, record, detail, First","model, vehicle_id, owner_id, year, referencing, license_plate_number, address, make, table, last_name, phone_number, field"
1,26,"The system shall store and manage book and author details in a library. Each book shall have a unique ISBN, Title, Genre, Publication Year, and Author ID as a foreign key. An author may have written multiple books. Author details shall include Author ID, First Name, Last Name, Date of Birth, and Nationality. The system shall establish a one-to-many relationship between authors and books while maintaining data consistency.","The system shall store information about books and authors in a database. The Book table should contain fields for ISBN, Title, Genre, Publication Year, and Author ID. The Author table should contain fields for Author ID, First Name, Last Name, Date of Birth, and Nationality. The Author ID field in the Book table is a foreign key referencing the Author ID field in the Author table.",0.7397,0.8815,0.3078,0.4595,"isbn, library, datum, have, consistency, relationship, detail, maintain, write, establish, manage, include","table, field, contain, information, referencing, database, ISBN, Book"
1,27,"The system shall store and manage supplier and product information. Each supplier shall have a Supplier ID, Company Name, Contact Name, Address, and Phone Number. A supplier may provide multiple products. Each product shall have a Product ID, Product Name, Description, Price, and Supplier ID as a foreign key. The system shall ensure accurate relationships between suppliers and the products they provide.","The system shall have two tables: Suppliers and Products. The Suppliers table should have the following fields:
- SupplierID: An integer field serving as the primary key for uniquely identifying each supplier.
- CompanyName: A non-null string field to store the name of the supplier company.
- ContactName: An optional string field to store the contact name of the supplier.
- Address: An optional string field to store the address of the supplier.
- PhoneNumber: An optional string field to store the phone number of the supplier.

The Products table should have the following fields:
- ProductID: An integer field serving as the primary key for uniquely identifying each product.
- ProductName: A non-null string field to store the name of the product.
- Description: An optional text field to store a description of the product.
- Price: A non-null decimal field with a precision of 10 and scale of 2, representing the price of the product.
- SupplierID: An integer field that serves as a foreign key referencing the SupplierID field in the Suppliers table. This establishes a one-to-many relationship between suppliers and products, where each supplier can have multiple products.",0.5704,0.7691,0.0,0.16,"Price, Contact, ensure, Product, ID, Description, Phone, Company, manage, Name, provide, Number, Supplier, information","price, phone, identify, number, name, field, integer, precision, CompanyName, establish, supplierid, Products, PhoneNumber, table, represent, serve, scale, Suppliers, ProductID, company, ProductName, address, string, description, text, ContactName, contact, referencing"
1,28,"The system shall manage airline reservations, storing passenger and flight details. Each passenger shall have a Passenger ID, First Name, Last Name, Date of Birth, Passport Number, and Contact Number. A passenger may book multiple flights. Each flight record shall include Flight ID, Airline Name, Departure Location, Destination, Date, and Time. The system shall ensure a many-to-many relationship between passengers and flights using a booking table.","The system shall have a table named 'Passenger' with the following fields:
- Passenger_ID: An integer field serving as the primary key.
- First_Name: A string field to store the passenger's first name.
- Last_Name: A string field to store the passenger's last name.
- Date_of_Birth: A date field to store the passenger's date of birth.
- Passport_Number: A string field to store the passenger's passport number.
- Contact_Number: A string field to store the passenger's contact number.

The system shall have a table named 'Flight' with the following fields:
- Flight_ID: An integer field serving as the primary key.
- Airline_Name: A string field to store the name of the airline.
- Departure_Location: A string field to store the departure location.
- Destination: A string field to store the destination.
- Date: A date field to store the date of the flight.
- Time: A time field to store the time of the flight.

The system shall have a table named 'Booking' with the following fields:
- Passenger_ID: An integer field serving as a foreign key referencing the Passenger table's Passenger_ID field.
- Flight_ID: An integer field serving as a foreign key referencing the Flight table's Flight_ID field.",0.5789,0.7777,0.0,0.1724,"Passport, include, Location, Flight, ID, Airline, manage, First, Number, Date, Departure, booking, relationship, Time, reservation, Name, Destination, book, use, Birth, Contact, ensure, detail, record","time, serve, key, number, passport, reference, airline_name, Flight_ID, field, Passenger_ID, integer, Passport_Number, Booking, contact_number, last_name, First_Name, birth, destination, string, contact, location, referencing, Departure_Location, departure"
1,29,"The system shall store and manage hotel guest and reservation information. Each guest shall have a Guest ID, First Name, Last Name, Contact Number, and Email. Guests may have multiple reservations. Each reservation shall have a Reservation ID, Check-in Date, Check-out Date, Room Type, Payment Status, and Guest ID as a foreign key. The system shall maintain accurate associations between guests and their reservations.","The system shall have two tables: `Guest` and `Reservation`. The `Guest` table should contain fields for the guest's first name, last name, contact number, and email. The `Reservation` table should contain fields for the reservation ID, check-in date, check-out date, room type, payment status, and a foreign key referencing the `Guest_ID` field in the `Guest` table.",0.6239,0.8236,0.0,0.2368,"Payment, Guest, Date, Contact, maintain, information, association, hotel, Name, Reservation, Type, Number, store, Room, manage, Status, First","number, referencing, table, field, room, contain, contact, type, status, Guest_ID, payment, date"
1,30,"The system shall manage order and customer details for an e-commerce platform. Each customer shall have a Customer ID, First Name, Last Name, Email, Address, and Phone Number. A customer may place multiple orders. Each order shall have an Order ID, Order Date, Total Amount, Payment Status, and Customer ID as a foreign key. The system shall establish accurate relationships between customers and their orders.","The system shall have two tables: Customers and Orders. The Customers table should have fields for the customer's ID, first name, last name, email, address, and phone number. The Orders table should have fields for the order's ID, order date, total amount, payment status, and a foreign key referencing the CustomerID in the Customers table.",0.5718,0.7741,0.0,0.15,"detail, Order, e, relationship, Date, manage, platform, establish, Customer, First, Payment, Phone, Number, Email, Amount, Total, Name, Address, Status, place","phone, referencing, Orders, table, date, payment, field, amount, status, email, name, number, address, CustomerID"
1,31,"The system shall create a object model for 'Doctor' and 'Patient' entities, where the 'Doctor' object includes fields for first name, last name, specialization, license number, and availability, and the 'Patient' object contains fields for first name, last name, date of birth, address, and medical history. The relationship between 'Doctor' and 'Patient' shall be many-to-many, where each doctor can have multiple patients, and each patient can be assigned to multiple doctors.","The system shall maintain a database of patients and doctors. Each patient has a unique ID, first name, last name, date of birth, address, and medical history. Each doctor has a unique ID, first name, last name, specialization, license number, and availability status. Doctors can have multiple patients, while patients can only have one doctor assigned to them.",0.6862,0.7949,0.2981,0.5,"relationship, create, include, field, Patient, Doctor, model, entity, object, contain","status, ID, maintain, database"
